1.5000E+01 3.2690E+01 1.3000E+02 2.9610E+02 5.2640E+02 8.2250E+02 1.1638E+03 1.6100E+03 2.0970E+03 2.6420E+03 3.2500E+03 3.9080E+03 4.5710E+03 5.2920E+03 6.0800E+03 6.9290E+03 7.8310E+03 8.7750E+03 9.7480E+03
2.0000E+01 2.5890E+01 1.0300E+02 2.3450E+02 4.1690E+02 6.5140E+02 9.2148E+02 1.2760E+03 1.6650E+03 2.1030E+03 2.5920E+03 3.1250E+03 3.6800E+03 4.2810E+03 4.9330E+03 5.6340E+03 6.3800E+03 7.1660E+03 7.9790E+03
2.5000E+01 2.1553E+01 8.5930E+01 1.9570E+02 3.4790E+02 5.4350E+02 7.7170E+02 1.0650E+03 1.3910E+03 1.7590E+03 2.1690E+03 2.6190E+03 3.0960E+03 3.6110E+03 4.1690E+03 4.7680E+03 5.4070E+03 6.0810E+03 6.7830E+03
3.0000E+01 1.8640E+01 7.3986E+01 1.6880E+02 3.0010E+02 4.6890E+02 6.6673E+02 9.1900E+02 1.2000E+03 1.5180E+03 1.8730E+03 2.2640E+03 2.6820E+03 3.1350E+03 3.6230E+03 4.1480E+03 4.7080E+03 5.3000E+03 5.9180E+03
4.0000E+01 1.4790E+01 5.8852E+01 1.3390E+02 2.3800E+02 3.7190E+02 5.2916E+02 7.2890E+02 9.5210E+02 1.2050E+03 1.4870E+03 1.7980E+03 2.1360E+03 2.5010E+03 2.8950E+03 3.3190E+03 3.7700E+03 4.2490E+03 4.7520E+03
5.0000E+01 1.2380E+01 4.9230E+01 1.1210E+02 1.9920E+02 3.1130E+02 4.4340E+02 6.1010E+02 7.9680E+02 1.0080E+03 1.2450E+03 1.5060E+03 1.7910E+03 2.0990E+03 2.4310E+03 2.7880E+03 3.1700E+03 3.5740E+03 4.0000E+03
6.0000E+01 1.0720E+01 4.2542E+01 9.7050E+01 1.7250E+02 2.6960E+02 3.8405E+02 5.2840E+02 6.9010E+02 8.7340E+02 1.0780E+03 1.3050E+03 1.5520E+03 1.8200E+03 2.1090E+03 2.4200E+03 2.7510E+03 3.1040E+03 3.4760E+03
7.0000E+01 9.5005E+00 3.7770E+01 8.6070E+01 1.5300E+02 2.3910E+02 3.4095E+02 4.6860E+02 6.1200E+02 7.7460E+02 9.5630E+02 1.1570E+03 1.3770E+03 1.6150E+03 1.8720E+03 2.1480E+03 2.4430E+03 2.7570E+03 3.0880E+03
8.0000E+01 8.5780E+00 3.4151E+01 7.7670E+01 1.3810E+02 2.1570E+02 3.0783E+02 4.2290E+02 5.5230E+02 6.9900E+02 8.6300E+02 1.0440E+03 1.2420E+03 1.4580E+03 1.6900E+03 1.9400E+03 2.2060E+03 2.4900E+03 2.7900E+03
9.0000E+01 7.8463E+00 3.1228E+01 7.1040E+01 1.2630E+02 1.9730E+02 2.8138E+02 3.8670E+02 5.0510E+02 6.3930E+02 7.8930E+02 9.5500E+02 1.1360E+03 1.3330E+03 1.5460E+03 1.7750E+03 2.0190E+03 2.2780E+03 2.5530E+03
1.0000E+02 7.2500E+00 2.8850E+01 6.5650E+01 1.1670E+02 1.8240E+02 2.5984E+02 3.5740E+02 4.6690E+02 5.9090E+02 7.2950E+02 8.8270E+02 1.0500E+03 1.2330E+03 1.4290E+03 1.6410E+03 1.8660E+03 2.1070E+03 2.3610E+03
1.5000E+02 5.4170E+00 2.1560E+01 4.9060E+01 8.7230E+01 1.3630E+02 1.9485E+02 2.6710E+02 3.4890E+02 4.4160E+02 5.4520E+02 6.5970E+02 7.8500E+02 9.2130E+02 1.0680E+03 1.2270E+03 1.3950E+03 1.5750E+03 1.7660E+03
2.0000E+02 4.4700E+00 1.7800E+01 4.0500E+01 7.1990E+01 1.1250E+02 1.6058E+02 2.2050E+02 2.8800E+02 3.6450E+02 4.5000E+02 5.4450E+02 6.4790E+02 7.6040E+02 8.8190E+02 1.0120E+03 1.1520E+03 1.3000E+03 1.4580E+03
2.5000E+02 3.8844E+00 1.5500E+01 3.5270E+01 6.2700E+01 9.7970E+01 1.4020E+02 1.9200E+02 2.5080E+02 3.1740E+02 3.9190E+02 4.7420E+02 5.6430E+02 6.6230E+02 7.6810E+02 8.8170E+02 1.0030E+03 1.1330E+03 1.2700E+03
3.0000E+02 3.5040E+00 1.4020E+01 3.1760E+01 5.6460E+01 8.8210E+01 1.2632E+02 1.7290E+02 2.2580E+02 2.8580E+02 3.5280E+02 4.2690E+02 5.0810E+02 5.9630E+02 6.9160E+02 7.9390E+02 9.0330E+02 1.0200E+03 1.1430E+03
4.0000E+02 3.0180E+00 1.2090E+01 2.7370E+01 4.8660E+01 7.6030E+01 1.0886E+02 1.4900E+02 1.9460E+02 2.4630E+02 3.0410E+02 3.6800E+02 4.3790E+02 5.1400E+02 5.9610E+02 6.8430E+02 7.7850E+02 8.7890E+02 9.8530E+02
5.0000E+02 2.7310E+00 1.0940E+01 2.4780E+01 4.4050E+01 6.8820E+01 9.8600E+01 1.3490E+02 1.7620E+02 2.2300E+02 2.7530E+02 3.3310E+02 3.9640E+02 4.6520E+02 5.3960E+02 6.1940E+02 7.0470E+02 7.9560E+02 8.9190E+02
6.0000E+02 2.5440E+00 1.0200E+01 2.3090E+01 4.1050E+01 6.4140E+01 9.1865E+01 1.2570E+02 1.6420E+02 2.0780E+02 2.5660E+02 3.1040E+02 3.6950E+02 4.3360E+02 5.0290E+02 5.7730E+02 6.5680E+02 7.4150E+02 8.3130E+02
7.0000E+02 2.4145E+00 9.6820E+00 2.1930E+01 3.8980E+01 6.0910E+01 8.7352E+01 1.1940E+02 1.5590E+02 1.9740E+02 2.4360E+02 2.9480E+02 3.5080E+02 4.1180E+02 4.7750E+02 5.4820E+02 6.2370E+02 7.0410E+02 7.8940E+02
8.0000E+02 2.3230E+00 9.3130E+00 2.1090E+01 3.7500E+01 5.8590E+01 8.4088E+01 1.1480E+02 1.5000E+02 1.8980E+02 2.3440E+02 2.8360E+02 3.3750E+02 3.9610E+02 4.5930E+02 5.2730E+02 6.0000E+02 6.7730E+02 7.5930E+02
9.0000E+02 2.2551E+00 9.0420E+00 2.0480E+01 3.6410E+01 5.6890E+01 8.1101E+01 1.1150E+02 1.4560E+02 1.8430E+02 2.2750E+02 2.7530E+02 3.2770E+02 3.8460E+02 4.4600E+02 5.1200E+02 5.8250E+02 6.5760E+02 7.3720E+02
1.0000E+03 2.2030E+00 8.8310E+00 2.0000E+01 3.5560E+01 5.5560E+01 7.7418E+01 1.0890E+02 1.4220E+02 1.8000E+02 2.2220E+02 2.6890E+02 3.2000E+02 3.7560E+02 4.3560E+02 5.0000E+02 5.6890E+02 6.4230E+02 7.2010E+02
